Fixture
Viborg_Fodsports_Forening,Footbal_Club_København
Viborg_Fodsports_Forening,Aalborg_Boldspilsklub
Viborg_Fodsports_Forening,Silkeborg_Idrætsforening
Viborg_Fodsports_Forening,Brøndby_Idrætsforening
Viborg_Fodsports_Forening,Footbal_Club_Midtjylland
Viborg_Fodsports_Forening,Aarhus_Gymnastikforening
Viborg_Fodsports_Forening,SønderjyskE_Football_Club
Viborg_Fodsports_Forening,Odense_Boldklub
Viborg_Fodsports_Forening,Vejle_Boldklub
Viborg_Fodsports_Forening,Footbal_Club_Nordsjælland
Viborg_Fodsports_Forening,Randers_Football_Club
Footbal_Club_København,Aalborg_Boldspilsklub
Footbal_Club_København,Silkeborg_Idrætsforening
Footbal_Club_København,Brøndby_Idrætsforening
Footbal_Club_København,Footbal_Club_Midtjylland
Footbal_Club_København,Aarhus_Gymnastikforening
Footbal_Club_København,SønderjyskE_Football_Club
Footbal_Club_København,Odense_Boldklub
Footbal_Club_København,Vejle_Boldklub
Footbal_Club_København,Footbal_Club_Nordsjælland
Footbal_Club_København,Randers_Football_Club
Aalborg_Boldspilsklub,Silkeborg_Idrætsforening
Aalborg_Boldspilsklub,Brøndby_Idrætsforening
Aalborg_Boldspilsklub,Footbal_Club_Midtjylland
Aalborg_Boldspilsklub,Aarhus_Gymnastikforening
Aalborg_Boldspilsklub,SønderjyskE_Football_Club
Aalborg_Boldspilsklub,Odense_Boldklub
Aalborg_Boldspilsklub,Vejle_Boldklub
Aalborg_Boldspilsklub,Footbal_Club_Nordsjælland
Aalborg_Boldspilsklub,Randers_Football_Club
Silkeborg_Idrætsforening,Brøndby_Idrætsforening
Silkeborg_Idrætsforening,Footbal_Club_Midtjylland
Silkeborg_Idrætsforening,Aarhus_Gymnastikforening
Silkeborg_Idrætsforening,SønderjyskE_Football_Club
Silkeborg_Idrætsforening,Odense_Boldklub
Silkeborg_Idrætsforening,Vejle_Boldklub
Silkeborg_Idrætsforening,Footbal_Club_Nordsjælland
Silkeborg_Idrætsforening,Randers_Football_Club
Brøndby_Idrætsforening,Footbal_Club_Midtjylland
Brøndby_Idrætsforening,Aarhus_Gymnastikforening
Brøndby_Idrætsforening,SønderjyskE_Football_Club
Brøndby_Idrætsforening,Odense_Boldklub
Brøndby_Idrætsforening,Vejle_Boldklub
Brøndby_Idrætsforening,Footbal_Club_Nordsjælland
Brøndby_Idrætsforening,Randers_Football_Club
Footbal_Club_Midtjylland,Aarhus_Gymnastikforening
Footbal_Club_Midtjylland,SønderjyskE_Football_Club
Footbal_Club_Midtjylland,Odense_Boldklub
Footbal_Club_Midtjylland,Vejle_Boldklub
Footbal_Club_Midtjylland,Footbal_Club_Nordsjælland
Footbal_Club_Midtjylland,Randers_Football_Club
Aarhus_Gymnastikforening,SønderjyskE_Football_Club
Aarhus_Gymnastikforening,Odense_Boldklub
Aarhus_Gymnastikforening,Vejle_Boldklub
Aarhus_Gymnastikforening,Footbal_Club_Nordsjælland
Aarhus_Gymnastikforening,Randers_Football_Club
SønderjyskE_Football_Club,Odense_Boldklub
SønderjyskE_Football_Club,Vejle_Boldklub
SønderjyskE_Football_Club,Footbal_Club_Nordsjælland
SønderjyskE_Football_Club,Randers_Football_Club
Odense_Boldklub,Vejle_Boldklub
Odense_Boldklub,Footbal_Club_Nordsjælland
Odense_Boldklub,Randers_Football_Club
Vejle_Boldklub,Footbal_Club_Nordsjælland
Vejle_Boldklub,Randers_Football_Club
Footbal_Club_Nordsjælland,Randers_Football_Club
